Summary,url,Title,Post_Details,Bike Type,Brand,Trim/Edition,Model,Year,Mileage,Seller,Capacity,Price
"Honda Dio BGE 201830,050 kmKalutara, MotorbikesRs 450,00044 days",https://ikman.lk/en/ad/honda-dio-bge-2018-for-sale-kalutara,Honda Dio BGE 2018,"Posted on 29 Jan 12:47 pm, Horana, Kalutara",Scooters,Honda,BGE,Dio,2018,"30,050 km",Shani Pabasars,110 cc,"450,000"
"Honda Dio bgm 201825,400 kmMEMBERColombo, MotorbikesRs 460,00051 days",https://ikman.lk/en/ad/honda-dio-bgm-2018-for-sale-colombo-1,Honda Dio bgm 2018,"Posted on 25 Feb 10:11 am, Piliyandala, Colombo",Scooters,Honda,bgm,Dio,2018,"25,400 km",Piliyandala Bike Centre,110 cc,"460,000"
"Honda Dio BGP 201926,000 kmMEMBERGampaha, MotorbikesRs 480,000",https://ikman.lk/en/ad/honda-dio-bgp-2019-for-sale-gampaha-1,Honda Dio BGP 2019,"Posted on 04 Mar 11:44 am, Minuwangoda, Gampaha",Scooters,Honda,BGP,Dio,2019,"26,000 km",THENUKI MOTORS,110 cc,"480,000"
"Honda Dio BGR 201839,000 kmGampaha, MotorbikesRs 435,00059 days",https://ikman.lk/en/ad/honda-dio-bgr-2018-for-sale-gampaha-1,Honda Dio BGR 2018,"Posted on 13 Jan 4:42 pm, Delgoda, Gampaha",Scooters,Honda,BGR,Dio,2018,"39,000 km",Prabath,110 cc,"435,000"
"Honda Dio BGR MAT 201823,000 kmMEMBERKalutara, MotorbikesRs 130,00057 days",https://ikman.lk/en/ad/honda-dio-bgr-mat-2018-for-sale-kalutara-1,Honda Dio BGR MAT 2018,"Posted on 23 Feb 1:53 pm, Bandaragama, Kalutara",Scooters,Honda,BGR MAT,Dio,2018,"23,000 km",Ranjaya Traders,110 cc,"130,000"
"Honda Dio BGS 201820,000 kmMEMBERKalutara, MotorbikesRs 130,00024 days",https://ikman.lk/en/ad/honda-dio-bgs-2018-for-sale-kalutara-11,Honda Dio BGS 2018,"Posted on 23 Feb 2:07 pm, Bandaragama, Kalutara",Scooters,Honda,BGS,Dio,2018,"20,000 km",Ranjaya Traders,110 cc,"130,000"
"Honda Dio BGS 201822,000 kmMEMBERKalutara, MotorbikesRs 130,00050 days",https://ikman.lk/en/ad/honda-dio-bgs-2018-for-sale-kalutara-10,Honda Dio BGS 2018,"Posted on 23 Feb 2:07 pm, Bandaragama, Kalutara",Scooters,Honda,BGS,Dio,2018,"22,000 km",Ranjaya Traders,110 cc,"130,000"
"Honda Dio BGS 201824,000 kmMEMBERKalutara, MotorbikesRs 140,00043 days",https://ikman.lk/en/ad/honda-dio-bgs-2018-for-sale-kalutara-12,Honda Dio BGS 2018,"Posted on 23 Feb 2:07 pm, Bandaragama, Kalutara",Scooters,Honda,BGS,Dio,2018,"24,000 km",Ranjaya Traders,110 cc,"140,000"
"Honda Dio BGV 201830,500 kmGampaha, MotorbikesRs 110,00048 days",https://ikman.lk/en/ad/honda-dio-bgv-2018-for-sale-gampaha,Honda Dio BGV 2018,"Posted on 25 Jan 11:46 am, Negombo, Gampaha",Scooters,Honda,DIO BGV,Dio,2018,"30,500 km",Rashen Dilshan,110 cc,"110,000"
"Honda Dio Bgv Smart Key 201830,200 kmGampaha, MotorbikesRs 445,00039 days",https://ikman.lk/en/ad/honda-dio-bgv-smart-key-2018-for-sale-gampaha,Honda Dio Bgv Smart Key 2018,"Posted on 03 Feb 10:47 am, Negombo, Gampaha",Scooters,Honda,Bgv Smart Key,Dio,2018,"30,200 km",Rashen Fernando,110 cc,"445,000"
"Honda Dio BHB 201812,000 kmMEMBERKalutara, MotorbikesRs 110,00041 days",https://ikman.lk/en/ad/honda-dio-bhb-2018-for-sale-kalutara-25,Honda Dio BHB 2018,"Posted on 04 Feb 5:20 pm, Bandaragama, Kalutara",Scooters,Honda,BHB,Dio,2018,"12,000 km",Ranjaya Traders,110 cc,"110,000"
"Honda Dio BHB Digital Meter 20189,000 kmMEMBERKalutara, MotorbikesRs 120,00036 days",https://ikman.lk/en/ad/honda-dio-bhb-digital-meter-2018-for-sale-kalutara-1,Honda Dio BHB Digital Meter 2018,"Posted on 23 Feb 1:53 pm, Bandaragama, Kalutara",Scooters,Honda,BHB Digital Meter,Dio,2018,"9,000 km",Ranjaya Traders,110 cc,"120,000"
"Honda Dio BHC Onlight 20199,000 kmMEMBERKalutara, MotorbikesRs 110,00050 days",https://ikman.lk/en/ad/honda-dio-bhc-onlight-2019-for-sale-kalutara-1,Honda Dio BHC Onlight 2019,"Posted on 23 Feb 1:53 pm, Bandaragama, Kalutara",Scooters,Honda,BHC Onlight,Dio,2019,"9,000 km",Ranjaya Traders,110 cc,"110,000"
"Honda Dio BHD 201822,000 kmGalle, MotorbikesRs 495,00050 days",https://ikman.lk/en/ad/honda-dio-bhd-2018-for-sale-galle,Honda Dio BHD 2018,"Posted on 23 Jan 10:12 am, Galle City, Galle",Scooters,Honda,BHD,Dio,2018,"22,000 km",nadeesha,110 cc,"495,000"
"Honda Dio BHF 201817,000 kmKurunegala, MotorbikesRs 480,00025 days",https://ikman.lk/en/ad/honda-dio-bhf-2018-for-sale-kurunegala,Honda Dio BHF 2018,"Posted on 17 Feb 4:52 pm, Mawathagama, Kurunegala",Scooters,Honda,BHF,Dio,2018,"17,000 km",Sell Fast | Wayamba Ads,110 cc,"480,000"
"Honda Dio BHI 201812,000 kmKurunegala, MotorbikesRs 490,00025 days",https://ikman.lk/en/ad/honda-dio-bhi-2018-for-sale-kurunegala,Honda Dio BHI 2018,"Posted on 17 Feb 4:51 pm, Mawathagama, Kurunegala",Scooters,Honda,BHI,Dio,2018,"12,000 km",Sell Fast | Wayamba Ads,110 cc,"490,000"
"Honda Dio BHI 201922,000 kmMEMBERColombo, MotorbikesRs 485,00051 days",https://ikman.lk/en/ad/honda-dio-bhi-2019-for-sale-colombo,Honda Dio BHI 2019,"Posted on 25 Feb 10:11 am, Piliyandala, Colombo",Scooters,Honda,BHI,Dio,2019,"22,000 km",Piliyandala Bike Centre,110 cc,"485,000"
"Honda Dio BHR 201815,000 kmMEMBERKalutara, MotorbikesRs 117,00052 days",https://ikman.lk/en/ad/honda-dio-bhr-2018-for-sale-kalutara-1,Honda Dio BHR 2018,"Posted on 23 Feb 1:53 pm, Bandaragama, Kalutara",Scooters,Honda,BHR,Dio,2018,"15,000 km",Ranjaya Traders,110 cc,"117,000"
"Honda Dio BHT 201920,000 kmMEMBERKalutara, MotorbikesRs 145,00024 days",https://ikman.lk/en/ad/honda-dio-bht-2019-for-sale-kalutara-10,Honda Dio BHT 2019,"Posted on 23 Feb 2:07 pm, Bandaragama, Kalutara",Scooters,Honda,BHT,Dio,2019,"20,000 km",Ranjaya Traders,110 cc,"145,000"
"Honda Dio BHT onlight MAT 201923,000 kmMEMBERKalutara, MotorbikesRs 135,00058 days",https://ikman.lk/en/ad/honda-dio-bht-onlight-mat-2019-for-sale-kalutara,Honda Dio BHT onlight MAT 2019,"Posted on 23 Feb 1:53 pm, Bandaragama, Kalutara",Scooters,Honda,BHT onlight MAT,Dio,2019,"23,000 km",Ranjaya Traders,110 cc,"135,000"
"Honda Dio BHV 20222,500 kmAnuradhapura, MotorbikesRs 475,00032 days",https://ikman.lk/en/ad/honda-dio-bhv-2022-for-sale-anuradhapura,Honda Dio BHV 2022,"Posted on 10 Feb 10:22 am, Anuradhapura City, Anuradhapura",Scooters,Honda,BHV,Dio,2022,"2,500 km",hasitha lakmal,110 cc,"475,000"
"Honda Dio BHX 201913,500 kmColombo, MotorbikesRs 480,00057 days",https://ikman.lk/en/ad/honda-dio-bhx-2019-for-sale-colombo,Honda Dio BHX 2019,"Posted on 20 Jan 5:59 pm, Colombo 1, Colombo",Scooters,Honda,BHX,Dio,2019,"13,500 km",Sumudu Prasangika,110 cc,"480,000"
"Honda Dio BIA 202012,000 kmMEMBERColombo, MotorbikesRs 495,00046 days",https://ikman.lk/en/ad/honda-dio-bia-2020-for-sale-colombo,Honda Dio BIA 2020,"Posted on 25 Feb 10:11 am, Piliyandala, Colombo",Scooters,Honda,BIA,Dio,2020,"12,000 km",Piliyandala Bike Centre,110 cc,"495,000"
"Honda Dio bio 201832,000 kmKandy, MotorbikesRs 435,00031 days",https://ikman.lk/en/ad/honda-dio-bio-2018-for-sale-kandy,Honda Dio bio 2018,"Posted on 23 Feb 2:25 am, Peradeniya, Kandy",Scooters,Honda,bio,Dio,2018,"32,000 km",Dhanushka Dhanushka,110 cc,"435,000"
"Honda Dio BIR 3407 202010,000 kmGalle, MotorbikesRs 495,00035 days",https://ikman.lk/en/ad/honda-dio-bir-3407-2020-for-sale-galle,Honda Dio BIR 3407 2020,"Posted on 07 Feb 1:07 pm, Galle City, Galle",Scooters,Honda,BIR 3407,Dio,2020,"10,000 km",Kelum Kumara,110 cc,"495,000"
"Honda Dio BIY-#### 20204,900 kmNuwara Eliya, MotorbikesRs 555,00039 days",https://ikman.lk/en/ad/honda-dio-biy-2020-for-sale-nuwara-eliya,Honda Dio BIY-#### 2020,"Posted on 03 Feb 11:59 am, Hatton, Nuwara Eliya",Scooters,Honda,BIY-####,Dio,2020,"4,900 km",sugee,115 cc,"555,000"
"Honda Dio BLACK 201626,000 kmMEMBERColombo, MotorbikesRs 73,00058 days",https://ikman.lk/en/ad/honda-dio-black-2016-for-sale-colombo-20,Honda Dio BLACK 2016,"Posted on 18 Jan 5:38 pm, Piliyandala, Colombo",Scooters,Honda,BLACK,Dio,2016,"26,000 km",Piliyandala Scooty Mart,110 cc,"73,000"
"Honda Dio Black/White 201523,658 kmMEMBERPuttalam, MotorbikesRs 377,00033 days",https://ikman.lk/en/ad/honda-dio-black-white-2015-for-sale-puttalam-11,Honda Dio Black/White 2015,"Posted on 21 Feb 8:49 am, Wennappuwa, Puttalam",Scooters,Honda,Black/White,Dio,2015,"23,658 km",Saveen Motors,110 cc,"377,000"
"Honda Dio Black/White 201525,321 kmMEMBERPuttalam, MotorbikesRs 377,00050 days",https://ikman.lk/en/ad/honda-dio-black-white-2015-for-sale-puttalam-10,Honda Dio Black/White 2015,"Posted on 25 Jan 3:50 pm, Wennappuwa, Puttalam",Scooters,Honda,Black/White,Dio,2015,"25,321 km",Saveen Motors,110 cc,"377,000"
"Honda Dio Blue 201525,000 kmGampaha, MotorbikesRs 420,00041 days",https://ikman.lk/en/ad/honda-dio-blue-2015-for-sale-gampaha-4,Honda Dio Blue 2015,"Posted on 01 Feb 9:15 am, Kiribathgoda, Gampaha",Scooters,Honda,Blue,Dio,2015,"25,000 km",Dineth Perera,110 cc,"420,000"
"Honda Dio Blue 201525,000 kmGampaha, MotorbikesRs 420,00041 days",https://ikman.lk/en/ad/honda-dio-blue-2015-for-sale-gampaha-2,Honda Dio Blue 2015,"Posted on 01 Feb 7:47 am, Kiribathgoda, Gampaha",Scooters,Honda,Blue,Dio,2015,"25,000 km",Dineth Perera,110 cc,"420,000"
"Honda Dio BLUE 201524,000 kmMEMBERColombo, MotorbikesRs 70,00045 days",https://ikman.lk/en/ad/honda-dio-blue-2015-for-sale-colombo-3,Honda Dio BLUE 2015,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,BLUE,Dio,2015,"24,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"70,000"
"Honda Dio BLUE 201626,000 kmMEMBERColombo, MotorbikesRs 80,00047 days",https://ikman.lk/en/ad/honda-dio-blue-2016-for-sale-colombo-31,Honda Dio BLUE 2016,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,BLUE,Dio,2016,"26,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"80,000"
"Honda Dio Blue 201635,000 kmGampaha, MotorbikesRs 400,00023 days",https://ikman.lk/en/ad/honda-dio-blue-2016-for-sale-gampaha-1,Honda Dio Blue 2016,"Posted on 19 Feb 4:20 am, Wattala, Gampaha",Scooters,Honda,Blue,Dio,2016,"35,000 km",Risana Ilham,110 cc,"400,000"
"Honda Dio BLUE 201721,000 kmMEMBERColombo, MotorbikesRs 110,00028 days",https://ikman.lk/en/ad/honda-dio-blue-2017-for-sale-colombo-110,Honda Dio BLUE 2017,"Posted on 16 Feb 1:16 pm, Piliyandala, Colombo",Scooters,Honda,BLUE,Dio,2017,"21,000 km",Piliyandala Scooty Mart,110 cc,"110,000"
"Honda Dio BLUE 201722,000 kmMEMBERColombo, MotorbikesRs 61,00024 days",https://ikman.lk/en/ad/honda-dio-blue-2017-for-sale-colombo-111,Honda Dio BLUE 2017,"Posted on 18 Feb 2:14 pm, Piliyandala, Colombo",Scooters,Honda,BLUE,Dio,2017,"22,000 km",Piliyandala Scooty Mart,110 cc,"61,000"
"Honda Dio Blue 201818,000 kmMEMBERColombo, MotorbikesRs 90,00042 days",https://ikman.lk/en/ad/honda-dio-blue-2018-for-sale-colombo-119,Honda Dio Blue 2018,"Posted on 31 Jan 2:43 pm, Piliyandala, Colombo",Scooters,Honda,Blue,Dio,2018,"18,000 km",Piliyandala Scooty Mart,110 cc,"90,000"
"Honda Dio BLUE 201826,000 kmMEMBERColombo, MotorbikesRs 105,00058 days",https://ikman.lk/en/ad/honda-dio-blue-2018-for-sale-colombo-114,Honda Dio BLUE 2018,"Posted on 15 Jan 9:19 am, Piliyandala, Colombo",Scooters,Honda,BLUE,Dio,2018,"26,000 km",Piliyandala Scooty Mart,110 cc,"105,000"
"Honda Dio BLUE 201819,000 kmMEMBERColombo, MotorbikesRs 450,00047 days",https://ikman.lk/en/ad/honda-dio-blue-2018-for-sale-colombo-117,Honda Dio BLUE 2018,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,BLUE,Dio,2018,"19,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"450,000"
"Honda Dio Blue 201820,000 kmMEMBERColombo, MotorbikesRs 470,00027 days",https://ikman.lk/en/ad/honda-dio-blue-2018-for-sale-colombo-121,Honda Dio Blue 2018,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,Blue,Dio,2018,"20,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"470,000"
"Honda Dio Blue 201823,000 kmMEMBERColombo, MotorbikesRs 100,00025 days",https://ikman.lk/en/ad/honda-dio-blue-2018-for-sale-colombo-124,Honda Dio Blue 2018,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,Blue,Dio,2018,"23,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"100,000"
"Honda Dio Blue 201823,000 kmMEMBERColombo, MotorbikesRs 115,00027 days",https://ikman.lk/en/ad/honda-dio-blue-2018-for-sale-colombo-123,Honda Dio Blue 2018,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,Blue,Dio,2018,"23,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"115,000"
"Honda Dio Blue/White 201625,369 kmMEMBERPuttalam, MotorbikesRs 397,00049 days",https://ikman.lk/en/ad/honda-dio-blue-white-2016-for-sale-puttalam-8,Honda Dio Blue/White 2016,"Posted on 03 Feb 4:04 pm, Wennappuwa, Puttalam",Scooters,Honda,Blue/White,Dio,2016,"25,369 km",Saveen Motors,110 cc,"397,000"
"Honda Dio Blue/White 201626,325 kmMEMBERPuttalam, MotorbikesRs 395,00024 days",https://ikman.lk/en/ad/honda-dio-blue-white-2016-for-sale-puttalam-9,Honda Dio Blue/White 2016,"Posted on 18 Feb 6:10 pm, Wennappuwa, Puttalam",Scooters,Honda,Blue/White,Dio,2016,"26,325 km",Saveen Motors,110 cc,"395,000"
"Honda Dio Blue/White 201726,369 kmMEMBERPuttalam, MotorbikesRs 448,00043 days",https://ikman.lk/en/ad/honda-dio-blue-white-2017-for-sale-puttalam-21,Honda Dio Blue/White 2017,"Posted on 16 Feb 10:16 am, Wennappuwa, Puttalam",Scooters,Honda,Blue/White,Dio,2017,"26,369 km",Saveen Motors,110 cc,"448,000"
"Honda Dio Blue/White 201723,652 kmPuttalam, MotorbikesRs 435,00031 days",https://ikman.lk/en/ad/honda-dio-blue-white-2017-for-sale-puttalam-22,Honda Dio Blue/White 2017,"Posted on 11 Feb 9:13 am, Wennappuwa, Puttalam",Scooters,Honda,Blue/White,Dio,2017,"23,652 km",Suneth Janz,110 cc,"435,000"
"Honda Dio Blue/White 201823,651 kmMEMBERPuttalam, MotorbikesRs 455,00026 days",https://ikman.lk/en/ad/honda-dio-blue-white-2018-for-sale-puttalam-4,Honda Dio Blue/White 2018,"Posted on 16 Feb 10:18 am, Wennappuwa, Puttalam",Scooters,Honda,Blue/White,Dio,2018,"23,651 km",Saveen Motors,110 cc,"455,000"
"Honda Dio BS-IV 20197,200 kmGampaha, MotorbikesRs 390,00040 days",https://ikman.lk/en/ad/honda-dio-bs-iv-2019-for-sale-gampaha-21,Honda Dio BS-IV 2019,"Posted on 02 Feb 11:58 am, Ja-Ela, Gampaha",Scooters,Honda,BS-IV,Dio,2019,"7,200 km",honda,110 cc,"390,000"
"Honda Dio Digital Gray 201918,000 kmMEMBERGampaha, MotorbikesRs 135,00049 days",https://ikman.lk/en/ad/honda-dio-digital-gray-2019-for-sale-gampaha,Honda Dio Digital Gray 2019,"Posted on 08 Mar 12:05 pm, Gampaha City, Gampaha",Scooters,Honda,Digital Gray,Dio,2019,"18,000 km",ASHELI ENTERPRISES,110 cc,"135,000"
"Honda Dio Digital Meter 201917,204 kmKandy, MotorbikesRs 499,80048 days",https://ikman.lk/en/ad/honda-dio-scooter-2019-for-sale-kandy-4,Honda Dio Digital Meter 2019,"Posted on 26 Jan 9:46 am, Kandy City, Kandy",Scooters,Honda,Digital Meter,Dio,2019,"17,204 km",Isuru Nuwandika,110 cc,"499,800"
"Honda Dio Digital meter 201928,000 kmGalle, MotorbikesRs 510,00027 days",https://ikman.lk/en/ad/honda-dio-digital-meter-2019-for-sale-galle-23,Honda Dio Digital meter 2019,"Posted on 15 Feb 10:10 am, Ambalangoda, Galle",Scooters,Honda,Digital meter,Dio,2019,"28,000 km",Shanaka,110 cc,"510,000"
"Honda Dio dii 201531,667 kmKurunegala, MotorbikesRs 330,00056 days",https://ikman.lk/en/ad/honda-dio-dii-2015-for-sale-kurunegala,Honda Dio dii 2015,"Posted on 16 Jan 12:20 pm, Kurunegala City, Kurunegala",Scooters,Honda,dii,Dio,2015,"31,667 km",Sarath Kumara,110 cc,"330,000"
"Honda Dio DX 201831,000 kmKurunegala, MotorbikesRs 480,00037 days",https://ikman.lk/en/ad/honda-dio-dx-2018-for-sale-kurunegala-17,Honda Dio DX 2018,"Posted on 07 Feb 4:25 pm, Pannala, Kurunegala",Scooters,Honda,DX,Dio,2018,"31,000 km",Anuradha Jayasinghe,110 cc,"480,000"
"Honda Dio DX 201821,000 kmGampaha, MotorbikesRs 465,00053 days",https://ikman.lk/en/ad/honda-dio-dx-2018-for-sale-gampaha-47,Honda Dio DX 2018,"Posted on 23 Feb 9:03 am, Divulapitiya, Gampaha",Scooters,Honda,Dio DX,Dio,2018,"21,000 km",Sell fast | Supiri Sampath Studio,110 cc,"465,000"
"Honda Dio DX 201928,000 kmAnuradhapura, MotorbikesRs 500,00033 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-anuradhapura-14,Honda Dio DX 2019,"Posted on 09 Feb 7:56 am, Kekirawa, Anuradhapura",Scooters,Honda,Dio DX,Dio,2019,"28,000 km",Azam Mohamed azam,100 cc,"500,000"
"Honda Dio Dx 201919,000 kmMEMBERColombo, MotorbikesRs 495,00028 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-181,Honda Dio Dx 2019,"Posted on 24 Feb 11:28 am, Piliyandala, Colombo",Scooters,Honda,Dx,Dio,2019,"19,000 km",Minu Warsha Motors,110 cc,"495,000"
"Honda Dio DX 201937,000 kmMEMBERColombo, MotorbikesRs 111,00036 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-177,Honda Dio DX 2019,"Posted on 06 Feb 11:22 am, Kottawa, Colombo",Scooters,Honda,DX 2019,Dio,2019,"37,000 km",Minu Warsha Motors,110 cc,"111,000"
"Honda Dio DX 201937,000 kmMEMBERColombo, MotorbikesRs 490,00034 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-178,Honda Dio DX 2019,"Posted on 09 Feb 3:16 pm, Kottawa, Colombo",Scooters,Honda,DX 2019,Dio,2019,"37,000 km",Minu Warsha Motors,110 cc,"490,000"
"Honda Dio DX 201937,000 kmMEMBERColombo, MotorbikesRs 111,00041 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-172,Honda Dio DX 2019,"Posted on 02 Feb 10:35 am, Kottawa, Colombo",Scooters,Honda,DX 2019,Dio,2019,"37,000 km",Minu Warsha Motors,110 cc,"111,000"
"Honda Dio Dx 201947,000 kmMEMBERColombo, MotorbikesRs 495,00028 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-182,Honda Dio Dx 2019,"Posted on 24 Feb 11:24 am, Piliyandala, Colombo",Scooters,Honda,Dx,Dio,2019,"47,000 km",Minu Warsha Motors,110 cc,"495,000"
"Honda Dio DX 201916,000 kmMEMBERColombo, MotorbikesRs 125,00036 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-176,Honda Dio DX 2019,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,DX,Dio,2019,"16,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"125,000"
"Honda Dio DX 201918,000 kmMEMBERColombo, MotorbikesRs 145,00033 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-179,Honda Dio DX 2019,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,DX,Dio,2019,"18,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"145,000"
"Honda Dio DX 201920,000 kmMEMBERColombo, MotorbikesRs 160,00027 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-183,Honda Dio DX 2019,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,DX,Dio,2019,"20,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"160,000"
"Honda Dio Dx 201918,000 kmMatara, MotorbikesRs 500,00031 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-matara-29,Honda Dio Dx 2019,"Posted on 11 Feb 2:30 pm, Matara City, Matara",Scooters,Honda,Dx,Dio,2019,"18,000 km",sameera Dil,110 cc,"500,000"
"Honda Dio DX 201916,934 kmMEMBERColombo, MotorbikesRs 130,00042 days",https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-171,Honda Dio DX 2019,"Posted on 09 Mar 9:00 am, Boralesgamuwa, Colombo",Scooters,Honda,DX,Dio,2019,"16,934 km",Sampath Motors Boralasgamuwa,110 cc,"130,000"
"Honda Dio DX 202011,271 kmColombo, MotorbikesRs 75,00040 days",https://ikman.lk/en/ad/honda-dio-dx-2020-for-sale-colombo-52,Honda Dio DX 2020,"Posted on 09 Feb 11:50 am, Kottawa, Colombo",Scooters,Honda,DX,Dio,2020,"11,271 km",Isuru,110 cc,"75,000"
"Honda Dio Dx 202019,000 kmMEMBERColombo, MotorbikesRs 545,00025 days",https://ikman.lk/en/ad/honda-dio-dx-2020-for-sale-colombo-53,Honda Dio Dx 2020,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,Dx,Dio,2020,"19,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"545,000"
"Honda Dio DX 202011,000 kmMatara, MotorbikesRs 520,00054 days",https://ikman.lk/en/ad/honda-dio-dx-2020-for-sale-matara-16,Honda Dio DX 2020,"Posted on 29 Jan 1:55 pm, Akuressa, Matara",Scooters,Honda,DX,Dio,2020,"11,000 km",sisira,110 cc,"520,000"
"Honda Dio DX 20204,800 kmGampaha, MotorbikesRs 575,00035 days",https://ikman.lk/en/ad/honda-dio-dx-2020-for-sale-gampaha-65,Honda Dio DX 2020,"Posted on 06 Feb 5:56 pm, Nittambuwa, Gampaha",Scooters,Honda,DX,Dio,2020,"4,800 km",Filed Operation,125 cc,"575,000"
"Honda Dio DX Digital 201921,000 kmMEMBERGampaha, MotorbikesRs 135,00047 days",https://ikman.lk/en/ad/honda-dio-dx-digital-2019-for-sale-gampaha-1,Honda Dio DX Digital 2019,"Posted on 08 Mar 12:04 pm, Gampaha City, Gampaha",Scooters,Honda,DX Digital,Dio,2019,"21,000 km",ASHELI ENTERPRISES,110 cc,"135,000"
"Honda Dio DX Digital Meter 201921,000 kmMEMBERGampaha, MotorbikesRs 120,00059 days",https://ikman.lk/en/ad/honda-dio-dx-digital-meter-2019-for-sale-gampaha-21,Honda Dio DX Digital Meter 2019,"Posted on 08 Mar 12:09 pm, Gampaha City, Gampaha",Scooters,Honda,DX Digital Meter,Dio,2019,"21,000 km",ASHELI ENTERPRISES,110 cc,"120,000"
"Honda Dio DX Model 201910,000 kmHambantota, MotorbikesRs 490,00027 days",https://ikman.lk/en/ad/honda-dio-dx-model-2019-for-sale-hambantota-1,Honda Dio DX Model 2019,"Posted on 15 Feb 4:06 pm, Beliatta, Hambantota",Scooters,Honda,Honda Dio DX Model,Dio,2019,"10,000 km",Chinthaka Dilshan,100 cc,"490,000"
"Honda Dio DX Model 201910,000 kmHambantota, MotorbikesRs 490,00027 days",https://ikman.lk/en/ad/honda-dio-dx-model-2019-for-sale-hambantota,Honda Dio DX Model 2019,"Posted on 15 Feb 1:12 pm, Beliatta, Hambantota",Scooters,Honda,Honda Dio DX Model,Dio,2019,"10,000 km",chinthaka dilshan,100 cc,"490,000"
"Honda Dio Dx.Gold 201925,369 kmMEMBERPuttalam, MotorbikesRs 497,00048 days",https://ikman.lk/en/ad/honda-dio-dxgold-2019-for-sale-puttalam,Honda Dio Dx.Gold 2019,"Posted on 25 Jan 10:25 am, Wennappuwa, Puttalam",Scooters,Honda,Dx.Gold,Dio,2019,"25,369 km",Saveen Motors,110 cc,"497,000"
"Honda Dio Edition 202016,632 kmMatara, MotorbikesRs 550,00032 days",https://ikman.lk/en/ad/honda-dio-edition-2020-for-sale-matara-2,Honda Dio Edition 2020,"Posted on 10 Feb 11:24 am, Kamburupitiya, Matara",Scooters,Honda,Edition,Dio,2020,"16,632 km",Pubudu Chandana,110 cc,"550,000"
"Honda Dio Edition 202021,000 kmGampaha, MotorbikesRs 550,00028 days",https://ikman.lk/en/ad/honda-dio-edition-2020-for-sale-gampaha,Honda Dio Edition 2020,"Posted on 20 Feb 1:27 pm, Negombo, Gampaha",Scooters,Honda,Edition,Dio,2020,"21,000 km",Sanjula Tharaka,110 cc,"550,000"
"Honda Dio GRAY 201622,000 kmMEMBERColombo, MotorbikesRs 75,00047 days",https://ikman.lk/en/ad/honda-dio-gray-2016-for-sale-colombo-14,Honda Dio GRAY 2016,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Scooters,Honda,GRAY,Dio,2016,"22,000 km",Piliyandala Scooty Mart - Suzuki Dealer,110 cc,"75,000"
"Honda Dio GRAY 201723,000 kmMEMBERColombo, MotorbikesRs 465,00027 days",https://ikman.lk/en/ad/honda-dio-gray-2017-for-sale-colombo-61,Honda Dio GRAY 2017,"Posted on 16 Feb 1:10 pm, Piliyandala, Colombo",Scooters,Honda,GRAY,Dio,2017,"23,000 km",Piliyandala Scooty Mart,110 cc,"465,000"
